school_key,urn,establishment_number,dfe_number,school_name,school_type,school_status,religious_character,statutory_low_age,statutory_high_age,percentage_fsm,administrative_district,school_capacity,census_date,number_of_pupils,number_of_boys,number_of_girls,number_of_fsm,ofsted_rating_name,ofsted_last_insp,street,locality,address3,town,county,postcode,school_website,telephone_num,head_title,head_first_name,head_last_name,head_preferred_job_title,ofsted_rating_score
320,116158,2534,850/2534,Pinewood Infant School,Local authority maintained schools,Open,Does not apply,5,7,10.5,Rushmoor,105,21-01-2021,95,53,42,10,Good,13-10-2021,Pinewood Park,,,Farnborough,Hampshire,GU14 9LE,www.pinewoodinfants.co.uk,01252511885,Mr,Denis,Foster,Headteacher,2
322,116162,2606,850/2606,Elson Junior School,Local authority maintained schools,Open,Does not apply,7,11,18.7,Gosport,330,21-01-2021,327,161,166,61,Requires improvement,29-11-2018,Exmouth Road,,,Gosport,Hampshire,PO12 4EX,www.elsonjunior.co.uk,02392583754,Mrs,Penny,Shaw,Headteacher,3
323,116163,2607,850/2607,Elson Infant School,Local authority maintained schools,Open,Does not apply,4,7,16.2,Gosport,270,21-01-2021,234,124,110,38,Good,20-06-2018,Elson Lane,,,Gosport,Hampshire,PO12 4EU,www.elsoninfantschool.co.uk,02392581208,Mrs,Sarah,Duffy,Executive Headteacher,2
324,116164,2610,850/2610,Lee-on-the-Solent Junior School,Local authority maintained schools,Open,Does not apply,7,11,16.4,Gosport,360,21-01-2021,323,157,166,53,Good,24-11-2021,Salisbury Terrace,,,Lee-on-the-Solent,Hampshire,PO13 9DL,www.losjunior.co.uk,02392550551,Mrs,Lucy,Faulkner,Headteacher,2
325,116165,2612,850/2612,Haselworth Primary School,Local authority maintained schools,Open,Does not apply,5,11,36.8,Gosport,127,21-01-2021,133,70,63,49,Good,21-03-2019,Stone Lane,,,Gosport,Hampshire,PO12 1SQ,www.hants.gov.uk/,02392583657,Mrs,Natasha,Jones,Headteacher,2
327,148744,2613,850/2613,Woodcot Primary School,Academies,Open,Does not apply,4,11,,Gosport,210,,,,,,Not reported,,Tukes Avenue,Bridgemary,,Gosport,Hampshire,PO13 0SG,www.woodcot.hants.sch.uk/,01329234381,Mrs,Marion,Clist,Headteacher,
329,146244,2616,850/2616,Rowner Junior,Academies,Open,Does not apply,7,11,35.8,Gosport,256,21-01-2021,218,118,100,78,Not reported,,Tichborne Way,Rowner,,Gosport,Hampshire,PO13 0BN,www.rownerjunior.co.uk/,01329280299,Mrs,Georgina,Mulhall,Headteacher,
330,116168,2617,850/2617,Rowner Infant School,Local authority maintained schools,Open,Does not apply,4,7,31.1,Gosport,180,21-01-2021,148,79,69,46,Good,20-09-2017,Copse Lane,Rowner,,Gosport,Hampshire,PO13 0DH,www.rowner-inf.hants.gov.uk,01329280807,Mrs,Jo,Bedson,Headteacher,2
331,116169,2618,850/2618,Alverstoke Community Infant School,Local authority maintained schools,Open,Does not apply,4,7,4,Gosport,180,21-01-2021,177,94,83,7,Outstanding,05-11-2010,Ashburton Road,Alverstoke,,Gosport,Hampshire,PO12 2LH,www.alverstoke-inf.hants.sch.uk,02392582403,Ms,Steph,Greenwood,Headteacher,1
332,116170,2619,850/2619,Grange Junior School,Local authority maintained schools,Open,Does not apply,7,11,33.3,Gosport,300,21-01-2021,291,162,129,97,Good,07-03-2017,Grange Lane,,,Gosport,Hampshire,PO13 9RX,http://www.grangejunior.com,02392581172,Mrs,Kay,Sadler,Headteacher,2
333,116171,2620,850/2620,Grange Infant School,Local authority maintained schools,Open,Does not apply,5,7,32,Gosport,240,21-01-2021,222,116,106,71,Good,07-06-2017,Franklin Road,Rowner,,Gosport,Hampshire,PO13 9TS,www.grange-inf.hants.sch.uk/,02392582984,Miss,Sam,Myers,Headteacher,2
334,116172,2621,850/2621,Alver Valley Junior School,Local authority maintained schools,Open,Does not apply,7,11,39.5,Gosport,240,21-01-2021,200,100,100,79,Good,27-04-2017,21 Falcon Meadows Way,Rowner,,Gosport,Hampshire,PO13 8AA,http://www.alvervalleyschools.co.uk,02392583029,Mrs,Jill,Roseblade,Executive Headteacher,2
335,116173,2622,850/2622,Peel Common Infant School and Nursery Unit,Local authority maintained schools,Open,Does not apply,3,7,18.9,Gosport,180,21-01-2021,148,69,79,24,Good,02-10-2018,The Drive,,,Gosport,Hampshire,PO13 0QD,www.peelcommoninfantschool.co.uk,01329234878,Mrs,Lesley,Spicer,Headteacher,2
336,116174,2623,850/2623,Alver Valley Infant and Nursery School,Local authority maintained schools,Open,Does not apply,3,7,40.4,Gosport,240,21-01-2021,184,103,81,67,Good,18-12-2019,21 Falcon Meadows Way,Rowner,,Gosport,Hampshire,PO13 8AA,http://www.alvervalleyschools.co.uk,02392581777,Mrs,Jill,Roseblade,Executive Headteacher,2
337,116175,2624,850/2624,Peel Common Junior School,Local authority maintained schools,Open,Does not apply,7,11,14.2,Gosport,220,21-01-2021,190,101,89,27,Good,02-10-2019,The Drive,Rowner,,Gosport,Hampshire,PO13 0QD,www.peelcommonjuniorschool.co.uk,01329281206,Mrs,Zoe,Dudley,Headteacher,2
338,116176,2625,850/2625,Gomer Infant School,Local authority maintained schools,Open,Does not apply,4,7,10.8,Gosport,180,21-01-2021,176,88,88,19,Outstanding,05-06-2013,Pyrford Close,Alverstoke,,Gosport,Hampshire,PO12 2RP,www.gomerinfantschool.co.uk/,02392580808,Mrs,Sarah,Duffy,Executive Headteacher,1
339,116177,2627,850/2627,Brockhurst Primary School,Local authority maintained schools,Open,Does not apply,4,11,33.1,Gosport,420,21-01-2021,381,214,167,126,Good,05-06-2019,Avery Lane,,,Gosport,Hampshire,PO12 4SL,www.brockhurst.hants.sch.uk/,02392580471,Miss,Amelia,Cripps,Headteacher,2
340,116180,2630,850/2630,Lee-On-the-Solent Infant and Nursery School,Local authority maintained schools,Open,Does not apply,3,7,10,Gosport,270,21-01-2021,290,143,147,29,Good,08-12-2021,Elmore Road,,,Lee-on-the-Solent,Hampshire,PO13 9DY,www.los-infants.co.uk/,02392551767,Mrs,Julie,Roche,Headteacher,2
342,144093,2631,850/2631,Gomer Junior School,Academies,Open,Does not apply,7,11,11.9,Gosport,203,21-01-2021,243,130,113,29,Good,12-02-2020,Pyrford Close,Alverstoke,,Gosport,Hampshire,PO12 2RP,https://gomer.gfmat.org/,02392524312,Mrs,Georgina,Mulhall,Headteacher,2
343,116224,2717,850/2717,Orchard Lea Infant School,Local authority maintained schools,Open,Does not apply,4,7,15.9,Fareham,180,21-01-2021,164,92,72,26,Good,26-01-2022,Kennedy Avenue,,,Fareham,Hampshire,PO15 6BJ,http://www.orchardleainfants.co.uk,01329232563,Mrs,Hilary,Brewster,Headteacher,2
344,116225,2718,850/2718,Orchard Lea Junior School,Local authority maintained schools,Open,Does not apply,7,11,15.1,Fareham,256,21-01-2021,238,110,128,36,Good,01-02-2018,Kennedy Avenue,,,Fareham,Hampshire,PO15 6BJ,www.orchardlea-jun.hants.sch.uk/,01329234471,Mr,Steve,Summerton,Headteacher,2
345,129650,2722,850/2722,Wellstead Primary School,Local authority maintained schools,Open,Does not apply,4,11,16.7,Eastleigh,420,21-01-2021,420,214,206,70,Good,16-01-2020,Wellstead Way,Hedge End,,Southampton,Hampshire,SO30 2LE,www.wellsteadprimary.co.uk,01489799351,Mrs,Amanda,Greenwood,Headteacher,2
346,116228,2723,850/2723,Hook Infant School,Local authority maintained schools,Open,Does not apply,5,7,8,Hart,360,21-01-2021,349,197,152,28,Outstanding,12-03-2015,Church View,,,Hook,Hampshire,RG27 9NR,www.hookinfants.co.uk/,01256764487,Mrs,M D,Walker,Headteacher,1
347,116230,2725,850/2725,King's Furlong Infant School and Nursery,Local authority maintained schools,Open,Does not apply,2,7,23.9,Basingstoke and Deane,222,21-01-2021,222,110,112,53,Requires improvement,13-09-2019,Upper Chestnut Drive,,,Basingstoke,Hampshire,RG21 8YJ,www.kingsfurlong-inf.hants.sch.uk,01256327024,Mrs,Anne,Perriam,Headteacher,3
348,116231,2726,850/2726,Kings Furlong Junior School,Local authority maintained schools,Open,Does not apply,7,11,25.5,Basingstoke and Deane,336,21-01-2021,321,154,167,82,Good,18-06-2019,Upper Chestnut Drive,,,Basingstoke,Hampshire,RG21 8YJ,www.kingsfurlong.net/,01256325324,Miss,Amanda,Westaway,Acting Head Teacher,2
349,116232,2727,850/2727,Fairfields Primary School,Local authority maintained schools,Open,Does not apply,4,11,14.5,Basingstoke and Deane,420,21-01-2021,414,213,201,60,Good,12-10-2017,Council Road,,,Basingstoke,Hampshire,RG21 3DH,http://www.fairfields.hants.sch.uk,01256473886,Miss,Kelly,Dillon,Headteacher,2
350,116233,2728,850/2728,Park Primary School,Local authority maintained schools,Open,Does not apply,4,11,30.6,Rushmoor,212,21-01-2021,209,108,101,64,Good,09-05-2019,Gloucester Road,,,Aldershot,Hampshire,GU11 3SL,www.park-pri.hants.sch.uk/,01252324159,Miss,Emma,Grant,Headteacher,2
351,116234,2729,850/2729,Alderwood School,Local authority maintained schools,Open,Does not apply,5,16,21.7,Rushmoor,1480,21-01-2021,1417,710,707,308,Good,09-01-2020,Belle Vue Road,,,Aldershot,Hampshire,GU12 4RZ,http://infant.alderwood.hants.sch.uk,01252323494,Mrs,Clare,de Sausmarez,Headteacher,2
354,116237,2732,850/2732,Park View Primary School,Local authority maintained schools,Open,Does not apply,2,11,38.2,Basingstoke and Deane,470,21-01-2021,458,223,235,161,Good,24-03-2017,Pinkerton Road,,,Basingstoke,Hampshire,RG22 6RT,www.parkviewprimary.hants.sch.uk,01256322616,Mrs,Danielle,Owens,Headteacher,2
359,147128,2735,850/2735,The Ferns Primary Academy,Academies,Open,Does not apply,4,11,49.6,Rushmoor,210,21-01-2021,141,71,70,70,Not reported,,Field Road,,,Farnborough,Hampshire,GU14 9FX,www.ferns.kite.academy,0127631554,,Nicky,Slater,Acting Headteacher,
360,116241,2736,850/2736,Harestock Primary School,Local authority maintained schools,Open,Does not apply,5,11,12.3,Winchester,259,21-01-2021,239,123,116,29,Good,30-01-2018,Bramshaw Close,Harestock,,Winchester,Hampshire,SO22 6LU,www.harestock.co.uk,01962881575,Mrs,Jackie,Sankey,Headteacher,2
361,116242,2737,850/2737,Weeke Primary School,Local authority maintained schools,Open,Does not apply,4,11,12.3,Winchester,420,21-01-2021,413,223,190,51,Good,08-05-2019,Stoney Lane,Weeke,,Winchester,Hampshire,SO22 6DR,www.weekeprimary.com/,01962882710,Mr,Jonathan,Kirkham,Headteacher,2
362,116243,2739,850/2739,Hazel Wood Infant School,Local authority maintained schools,Open,Does not apply,4,7,13.2,New Forest,240,21-01-2021,220,114,106,29,Outstanding,16-06-2011,Hazel Farm Road,Totton,,Southampton,Hampshire,SO40 8WU,www.federationofhazelwoodandlydlynch.co.uk,02380666767,Miss,Jane,Phillips,Headteacher,1
363,116244,2740,850/2740,Hart Plain Junior School,Local authority maintained schools,Open,Does not apply,7,11,42,Havant,240,21-01-2021,212,104,108,89,Good,12-02-2020,Hart Plain Avenue,Cowplain,,Waterlooville,Hampshire,PO8 8SA,www.hartplain-jun.hants.sch.uk/,02392263200,Mrs,Charlotte,Faithfull,Headteacher,2
366,116246,2742,850/2742,Southwood Infant School,Local authority maintained schools,Open,Does not apply,4,7,2.9,Rushmoor,180,21-01-2021,139,69,70,4,Good,26-11-2019,Southwood Lane,Southwood,,Farnborough,Hampshire,GU14 0NE,www.southwoodinfantschool.co.uk,01252375420,Miss,Rachel,Park (acting headteacher),Headteacher,2
367,116247,2749,850/2749,Four Lanes Community Junior School,Local authority maintained schools,Open,Does not apply,7,11,7.2,Basingstoke and Deane,360,21-01-2021,359,207,152,26,Good,08-11-2018,Hanmore Road,Chineham,,Basingstoke,Hampshire,RG24 8PQ,http://www.fourlanes-jun.hants.sch.uk,01256816326,Mrs,Corinne,Martinez,Headteacher,2
368,116248,2750,850/2750,Queen's Inclosure Primary School,Local authority maintained schools,Open,Does not apply,4,11,9.1,Havant,416,21-01-2021,417,212,205,38,Good,24-04-2018,Cornelius Drive,,,Waterlooville,Hampshire,PO7 8NT,http://www.queensinclosure.hants.sch.uk,02392268067,Mrs,Jo,Allen,Headteacher,2
369,116249,2752,850/2752,Berrywood Primary School,Local authority maintained schools,Open,Does not apply,4,11,9.3,Eastleigh,630,21-01-2021,625,335,290,58,Good,06-05-2021,Maunsell Way,Hedge End,,Southampton,Hampshire,SO30 2TL,http://www.berrywood-pri.hants.sch.uk,01489780068,Mr,Chris,Reilly,Headteacher,2
370,116250,2753,850/2753,Woodlea Primary School,Local authority maintained schools,Open,Does not apply,4,11,24.3,East Hampshire,210,21-01-2021,148,72,76,36,Good,21-06-2017,Atholl Road,Whitehill,,Bordon,Hampshire,GU35 9QX,www.woodlea.hants.sch.uk,01420476342,Miss,Joanna,Mumford,Headteacher,2
371,116255,2761,850/2761,Hatch Warren Junior School,Local authority maintained schools,Open,Does not apply,7,11,15,Basingstoke and Deane,360,21-01-2021,359,181,178,54,Good,13-11-2018,Gershwin Road,,,Basingstoke,Hampshire,RG22 4PQ,http://hwjs.hants.sch.uk,01256328252,Mr,Ed,Dawson,Headteacher,2
372,116256,2763,850/2763,Nightingale Primary School,Local authority maintained schools,Open,Does not apply,4,11,33.4,Eastleigh,420,21-01-2021,431,219,212,144,Good,26-09-2018,Blackbird Road,,,Eastleigh,Hampshire,SO50 9JW,http://www.nightingale.hants.sch.uk,02380613588,Mrs,Hannah,Beckett,Headteacher,2
373,116260,2767,850/2767,Emsworth Primary School,Local authority maintained schools,Open,Does not apply,4,11,15.7,Havant,420,21-01-2021,383,196,187,60,Good,14-06-2017,Victoria Road,,,Emsworth,Hampshire,PO10 7LX,www.emsworthprimaryschool.co.uk,01243375750,Mrs,Kate,Fripp,Headteacher,2
376,116265,2774,850/2774,Morelands Primary School,Local authority maintained schools,Open,Does not apply,4,11,26.8,Havant,315,21-01-2021,328,175,153,88,Requires improvement,27-02-2019,Crookhorn Lane,Purbrook,Morelands Primary School,Waterlooville,Hampshire,PO7 5QL,morelandsprimaryschool.co.uk,03292253770,Mrs,Alison,Syred-Paul,Headteacher,3
378,130325,2775,850/2775,Mill Hill Primary School,Local authority maintained schools,Open,Does not apply,4,11,39.4,Havant,210,21-01-2021,193,98,95,76,Good,15-01-2019,Mill Road,,,Waterlooville,Hampshire,PO7 7DB,www.millhillprimary.co.uk/,02392256955,Mrs,Tracy,Morgan,Headteacher,2
380,131117,2776,850/2776,Bedenham Primary School,Local authority maintained schools,Open,Does not apply,4,11,29.4,Gosport,312,21-01-2021,289,149,140,85,Good,15-05-2019,Bridgemary Avenue,,,Gosport,Hampshire,PO13 0XT,https://www.bedenhamandholbrookfederation.co.uk/,01329280445,Mrs,Wendy,Bolton,Executive Headteacher,2
381,131116,2777,850/2777,Holbrook Primary School,Local authority maintained schools,Open,Does not apply,4,11,41.2,Gosport,234,21-01-2021,221,118,103,91,Good,14-11-2019,Wych Lane,Bridgemary,,Gosport,Hampshire,PO13 0JN,www.bedenhamandholbrookfederation.co.uk/,01329286011,Mrs,Wendy,Bolton,Executive Headteacher,2
382,131420,2778,850/2778,Whiteley Primary School,Local authority maintained schools,Open,Does not apply,4,11,6.4,Fareham,630,21-01-2021,624,330,294,40,Outstanding,25-04-2013,Gull Coppice,Whiteley,,Fareham,Hampshire,PO15 7LA,http://www.whiteleyprimary.co.uk,01489881601,Mrs,Lesley,Pennington,Headteacher,1
385,116266,3000,850/3000,Abbotts Ann Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,5.7,Test Valley,112,21-01-2021,105,56,49,6,Good,03-03-2020,Duck Street,Abbotts Ann,,Andover,Hampshire,SP11 7FE,http://www.abbottsann.hants.sch.uk,01264710244,Mrs,Claire,Vignaux,Headteacher,2
386,116267,3001,850/3001,Saint Lawrence Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,11.4,East Hampshire,210,21-01-2021,211,95,116,24,Good,07-02-2017,Amery Hill,,,Alton,Hampshire,GU34 2BY,http://www.st-lawrence.hants.sch.uk,0142084400,Mrs,Dawn,Casson,Headteacher,2
387,116268,3003,850/3003,Ampfield Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,36.8,Test Valley,84,21-01-2021,38,21,17,14,Good,20-06-2018,Knapp Lane,Ampfield,,Romsey,Hampshire,SO51 9BT,http://www.ajkfed.com,01794368219,Mr,Marcus,Roe,Executive Headteacher,2
388,116269,3004,850/3004,Andover Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,29.1,Test Valley,210,21-01-2021,203,97,106,59,Good,16-05-2017,East Street,,,Andover,Hampshire,SP10 1EP,www.andover-pri.hants.sch.uk,01264352322,Ms,Kate,Wallace,Headteacher,2
389,116270,3009,850/3009,Barton Stacey Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,6.5,Test Valley,119,21-01-2021,108,46,62,7,Good,20-11-2018,The Green,Roberts Road,Barton Stacey,Winchester,Hampshire,SO21 3RY,http://www.bartonstacey.hants.sch.uk,01962760340,Mr,Lee,Stangroom,Executive Headteacher,2
390,116271,3012,850/3012,Binsted Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,9.4,East Hampshire,105,21-01-2021,85,46,39,8,Good,20-03-2018,Church Street,Binsted,,Alton,Hampshire,GU34 4NX,www.binsted.hants.sch.uk/,0142023200,Mrs,Sharron,Morton,Headteacher,2
391,116272,3013,850/3013,Blendworth CofE (C) Infant School,Local authority maintained schools,Closed,Does not Apply,4,7,,East Hampshire,,,,,,,Not reported,,Blendworth,Horndean,,Waterlooville,Hampshire,PO8 0AB,,,,,,Headteacher,
392,116273,3014,850/3014,Botley Church of England Controlled Primary School,Local authority maintained schools,Open,Church of England,4,11,9.8,Eastleigh,327,21-01-2021,368,188,180,36,Outstanding,16-03-2010,52 High Street,Botley,,Southampton,Hampshire,SO30 2EA,www.botley.hants.sch.uk/,01489782308,Mr,Joseph,Cooil,Headteacher,1
394,137693,3017,850/3017,Bransgore Church of England Primary School,Academies,Open,Church of England,4,11,10.4,New Forest,339,21-01-2021,327,168,159,34,Not reported,,Ringwood Road,Bransgore,,Christchurch,Dorset,BH23 8JH,http://www.bransgoreprimaryschool.co.uk,01425672272,Mr,Paul,Brown,Head Teacher,
395,116275,3018,850/3018,Breamore Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,14.1,New Forest,120,21-01-2021,99,45,54,14,Good,12-03-2019,Salisbury Road,Breamore,,Fordingbridge,Hampshire,SP6 2EF,www.breamore.hants.sch.uk,01725512286,Mrs,Emma,Clark,Headteacher,2
396,116276,3019,850/3019,Brockenhurst Church of England Primary School & Pre-School,Local authority maintained schools,Open,Church of England,2,11,7.8,New Forest,230,21-01-2021,204,105,99,16,Good,06-03-2018,Sway Road,,Brockenhurst Ce Primary & Pre-School,Brockenhurst,Hampshire,SO42 7RX,www.brockenhurstceprimary.co.uk,01590623163,Mr,John,Littlewood,Headteacher,2
397,116277,3020,850/3020,Bursledon Church of England Infant School,Local authority maintained schools,Open,Church of England,5,7,20.1,Eastleigh,270,21-01-2021,254,129,125,51,Good,14-03-2017,Long Lane,Bursledon,,Southampton,Hampshire,SO31 8BZ,www.bursledonschools.co.uk/,02380402869,Mrs,Kerry,Stamp,Executive Headteacher,2
398,116278,3022,850/3022,Bramley Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,16.6,Basingstoke and Deane,420,21-01-2021,410,207,203,68,Good,12-02-2020,Bramley Lane,Bramley,,Tadley,Hampshire,RG26 5AH,http://www.bramley.hants.sch.uk,01256881339,Mr,Glen,Golding,Executive Headteacher,2
399,116279,3023,850/3023,Bentley Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,6.9,East Hampshire,218,21-01-2021,188,87,101,13,Good,15-09-2021,School Lane,Bentley,,Farnham,Surrey,GU10 5JP,www.bentleyprimaryschool.co.uk/,01420525010,Mrs,Katy,Pinchess,Headteacher,2
400,116280,3027,850/3027,Catherington Church of England Infant School,Local authority maintained schools,Open,Church of England,4,7,5.1,East Hampshire,90,21-01-2021,79,38,41,4,Good,22-11-2018,316 Catherington Lane,Catherington,,Waterlooville,Hampshire,PO8 0TD,www.catherington.hants.sch.uk/,02392592263,Mrs,Maria,Burden,Headteacher,2
401,116281,3029,850/3029,Chawton Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,8.5,East Hampshire,105,21-01-2021,94,41,53,8,Good,05-03-2019,Chawton,,,Alton,Hampshire,GU34 1SG,http://www.chawton.hants.sch.uk,01420544381,Mrs,Sarah,Goldsworthy,Headteacher,2
402,116282,3032,850/3032,Copythorne CofE Infant School,Local authority maintained schools,Open,Church of England,4,7,10,New Forest,90,21-01-2021,90,48,42,9,Good,10-06-2021,Romsey Road,Copythorne,,Southampton,Hampshire,SO40 2PB,http://www.copythorne.hants.sch.uk,02380813340,Mr,Mathew,Bowen,Executive Headteacher,2
403,132890,3034,850/3034,Crookham CofE Infants' School,Local authority maintained schools,Closed,Does not apply,4,7,,Hart,,,,,,,Not reported,,Gally Hill Road,Church Crookham,,Fleet,Hampshire,GU52 6PU,,,,,,,
